student_id,name,gender,branch,semester,career_goal,primary_interest,learning_style,family_income,part_time_job,cgpa,prev_semester_cgpa,attendance_percent,study_hours_per_day,sleep_hours_per_day,stress_level,library_visits_per_week,backlogs,internships_completed,projects_completed,certifications,hackathons_participated,extracurricular_activities,performance_label,recommended_courses,programming_score,math_score,circuits_score,mechanics_score,design_score,communication_score,critical_thinking_score
ENG20221771,Sameer Pillai,Male,Electronics & Communication,5,Embedded Engineer,IoT,Visual,10–20 LPA,0,6.59,6.64,72,6.3,6.9,2,3,0,1,3,3,3,0,Good,VLSI Design|RF Engineering|Optical Communications,45,45,51,38,57,50,65
ENG20231772,Tanvi Saxena,Female,Civil,7,BIM Manager,Sustainability,Visual,< 3 LPA,0,6.59,6.19,69,8.3,5.1,3,4,2,0,1,2,2,1,Average,Transportation Engineering|Environmental Engineering|Smart Infrastructure|Python Programming for Engineers|Industrial Internship & Project Management,26,52,34,63,73,49,59
ENG20201773,Amit Kapoor,Male,Mechanical,1,Robotics Engineer,3D Printing,Reading/Writing,6–10 LPA,0,5.15,5.15,66,5.4,8.1,4,5,2,1,2,1,1,1,Below Average,Fluid Mechanics|Robotics & Automation|CAD/CAM|Finite Element Analysis|Python Programming for Engineers|Technical Communication & Presentation Skills,30,67,29,50,40,39,53
ENG20211774,Ishita Naik,Female,Computer Science,3,DevOps Engineer,AI/ML,Auditory,6–10 LPA,0,6.5,5.95,76,5.3,7.6,3,3,1,0,0,0,2,2,Average,Machine Learning|Data Structures & Algorithms|Cybersecurity|Cloud Computing|DevOps|Microservices Architecture,69,49,34,26,30,55,56
ENG20211775,Ankit Tiwari,Male,Civil,2,Project Manager,Sustainability,Kinesthetic,< 3 LPA,0,5.73,5.31,69,5.5,7.2,5,1,0,1,1,0,0,0,Below Average,BIM|Smart Infrastructure|Transportation Engineering|Python Programming for Engineers|Academic Skill Development Workshop,41,65,23,64,65,48,49
ENG20211776,Nisha Kapoor,Female,Electronics & Communication,2,Signal Processing Engineer,VLSI Design,Kinesthetic,6–10 LPA,0,6.52,6.24,93,6.6,4.7,3,2,1,1,4,0,1,1,Average,5G Technology|Digital Signal Processing|VLSI Design,66,49,62,46,49,49,50
ENG20231777,Aditi Chaudhary,Female,Information Technology,6,DevOps Engineer,Cloud Computing,Reading/Writing,6–10 LPA,0,6.91,7.34,79,10.7,6.0,3,0,3,1,1,1,0,0,Average,Web Technologies|Mobile App Development|Network Security|Cloud Computing|DevOps|Microservices Architecture,68,60,22,38,50,57,68
ENG20221778,Chandni Iyer,Female,Mechanical,4,CFD Engineer,Automotive,Kinesthetic,10–20 LPA,0,5.44,5.49,77,3.8,7.2,4,2,2,1,3,1,1,2,Below Average,Manufacturing Processes|Thermodynamics|Robotics & Automation|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,41,35,26,54,41,34,39
ENG20211779,Neel Kaur,Male,Civil,3,BIM Manager,Construction Tech,Kinesthetic,3–6 LPA,0,6.04,5.91,87,6.9,8.0,3,2,3,1,3,3,0,0,Below Average,Smart Infrastructure|Environmental Engineering|Structural Analysis|Python Programming for Engineers,39,58,23,45,47,51,51
ENG20231780,Yash Desai,Male,Electronics & Communication,7,VLSI Engineer,Signal Processing,Kinesthetic,10–20 LPA,0,6.21,6.01,99,4.0,7.8,3,3,1,0,1,0,1,1,Average,Embedded Systems|Optical Communications|RF Engineering|VLSI Design|Digital Signal Processing|Industrial Internship & Project Management,58,52,75,50,41,48,57
ENG20221781,Khushi Tiwari,Female,Computer Science,5,ML Engineer,Gaming Tech,Auditory,10–20 LPA,1,6.08,6.29,70,5.1,8.5,2,5,0,3,4,0,0,0,Average,Cloud Computing|Database Management|Machine Learning|Deep Learning|Feature Engineering|Advanced Engineering Mathematics,81,41,16,28,38,48,58
ENG20221782,Ayaan Pandey,Male,Electrical,4,Smart Grid Engineer,EV Technology,Auditory,3–6 LPA,0,6.89,7.14,80,7.3,6.7,2,5,1,1,2,4,0,1,Average,EV Engineering|Power Systems|Control Systems,51,53,72,38,39,63,47
ENG20241783,Priya Pillai,Female,Chemical,8,R&D Scientist,Process Control,Reading/Writing,< 3 LPA,0,4.8,4.86,53,2.5,6.3,3,0,0,0,2,2,1,0,Below Average,Reaction Engineering|Polymer Engineering|Petroleum Refining|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,22,64,24,26,36,42,59
ENG20201784,Komal Chakraborty,Female,Computer Science,1,AI Researcher,Gaming Tech,Auditory,10–20 LPA,0,6.21,6.21,72,5.7,5.5,2,3,2,2,0,1,0,0,Below Average,Cloud Computing|Cybersecurity|Operating Systems|Machine Learning|NLP|Deep Learning,67,57,29,21,44,51,64
ENG20231785,Aditi Chopra,Female,Electronics & Communication,6,VLSI Engineer,5G Networks,Reading/Writing,10–20 LPA,0,5.33,5.36,85,3.7,7.3,4,0,0,1,1,1,1,0,Average,Embedded Systems|Digital Signal Processing|IoT Systems|VLSI Design|Python Programming for Engineers|Technical Communication & Presentation Skills,42,71,62,29,39,39,56
ENG20231786,Divya Tiwari,Female,Mechanical,6,Manufacturing Engineer,3D Printing,Reading/Writing,< 3 LPA,0,4.51,4.48,95,0.7,7.1,2,4,3,0,2,2,1,0,At Risk,Fluid Mechanics|Product Design|Manufacturing Processes|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,23,51,9,62,37,33,55
ENG20241787,Raj Sinha,Male,Information Technology,8,Product Manager,Cloud Computing,Visual,3–6 LPA,0,7.33,7.32,93,6.5,7.0,3,1,0,1,0,3,1,0,Good,Web Technologies|Mobile App Development|Microservices Architecture|Research Methodology & Technical Writing|Industrial Internship & Project Management,82,51,47,23,59,52,66
ENG20231788,Priya Reddy,Female,Electronics & Communication,7,Signal Processing Engineer,VLSI Design,Visual,10–20 LPA,0,5.39,4.92,67,6.9,7.4,5,3,4,0,3,2,0,0,At Risk,Digital Signal Processing|RF Engineering|5G Technology|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,43,72,53,26,48,53,51
ENG20211789,Nikhil Mishra,Male,Electronics & Communication,3,Embedded Engineer,VLSI Design,Visual,6–10 LPA,0,5.87,5.67,82,3.7,8.1,4,3,0,0,2,3,3,0,Average,RF Engineering|Embedded Systems|VLSI Design|Technical Communication & Presentation Skills|Academic Skill Development Workshop,52,51,47,25,48,38,46
ENG20221790,Kritika Gupta,Female,Electronics & Communication,5,Embedded Engineer,Signal Processing,Visual,3–6 LPA,0,5.91,5.64,66,3.9,7.8,2,3,0,0,2,1,0,2,Average,Digital Signal Processing|VLSI Design|Optical Communications|Critical Thinking & Problem Solving|Academic Skill Development Workshop,47,67,63,21,56,46,40
ENG20211791,Kavya Chakraborty,Female,Electronics & Communication,3,Embedded Engineer,IoT,Auditory,> 20 LPA,0,6.34,5.89,63,6.4,5.5,5,2,0,1,0,5,0,3,Average,IoT Systems|Digital Signal Processing|VLSI Design|Python Programming for Engineers,40,54,69,26,48,59,49
ENG20241792,Rahul Nair,Male,Electronics & Communication,8,Signal Processing Engineer,Robotics,Visual,> 20 LPA,0,6.13,5.97,80,4.7,6.4,3,5,0,2,2,0,0,3,Average,5G Technology|RF Engineering|VLSI Design|Industrial Internship & Project Management,55,54,58,17,67,48,56
ENG20221793,Deepak Mishra,Male,Information Technology,4,API Engineer,Security,Auditory,10–20 LPA,0,5.13,4.9,68,5.0,8.1,3,3,4,2,2,1,0,3,At Risk,DevOps|Microservices Architecture|Network Security|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Academic Skill Development Workshop,62,43,24,20,37,44,49
ENG20221794,Nandini Gupta,Female,Computer Science,4,DevOps Engineer,Gaming Tech,Reading/Writing,6–10 LPA,1,5.93,6.14,60,5.0,7.9,2,2,1,0,2,0,2,2,Average,Computer Networks|Operating Systems|Database Management|Cloud Computing|DevOps|Microservices Architecture,69,65,30,27,47,50,59
ENG20211795,Amit Banerjee,Male,Computer Science,2,DevOps Engineer,Gaming Tech,Visual,6–10 LPA,0,6.78,6.36,80,6.3,7.8,4,2,0,2,1,2,1,3,Average,Database Management|Cloud Computing|Computer Networks|DevOps|Microservices Architecture|Technical Communication & Presentation Skills,62,66,40,24,54,37,56
ENG20231796,Avani Chopra,Female,Information Technology,7,API Engineer,DevOps,Kinesthetic,3–6 LPA,0,5.43,6.12,87,4.2,8.7,4,4,0,2,0,1,0,1,Average,Web Technologies|Software Engineering|Mobile App Development|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,72,41,24,20,44,39,43
ENG20211797,Arjun Kumar,Male,Information Technology,3,Cybersecurity Analyst,Cloud Computing,Visual,10–20 LPA,0,6.89,7.56,99,3.7,6.9,4,0,0,1,1,1,1,0,Average,Network Security|DevOps|API Design,54,46,16,15,71,47,53
ENG20231798,Sameer Malhotra,Male,Information Technology,6,Cybersecurity Analyst,Mobile Apps,Visual,6–10 LPA,0,5.28,4.88,79,8.4,7.4,5,0,4,3,1,0,1,0,Below Average,Mobile App Development|API Design|DevOps|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Academic Skill Development Workshop,51,40,30,8,62,44,56
ENG20241799,Ayaan Joshi,Male,Mechanical,8,R&D Engineer,Robotics,Visual,3–6 LPA,0,5.63,5.78,81,5.3,7.8,4,0,3,0,2,0,0,1,Below Average,Robotics & Automation|CAD/CAM|Manufacturing Processes|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,25,49,28,67,58,45,59
ENG20241800,Ayaan Nair,Male,Computer Science,8,Software Engineer,Cloud Computing,Visual,10–20 LPA,0,6.77,7.13,55,9.5,5.0,3,0,0,0,2,1,0,1,Average,Operating Systems|Cloud Computing|Cybersecurity|Industrial Internship & Project Management,64,56,38,28,52,61,67
ENG20211801,Nikhil Chaudhary,Male,Electrical,3,Energy Auditor,EV Technology,Kinesthetic,< 3 LPA,0,5.76,6.32,94,4.7,6.5,2,7,3,1,2,0,1,0,Below Average,Control Systems|Power Electronics|Smart Grid Technology|Technical Communication & Presentation Skills|Academic Skill Development Workshop,48,60,58,44,47,33,53
ENG20231802,Ankit Subramanian,Male,Biomedical,6,Clinical Data Analyst,Medical Imaging,Kinesthetic,6–10 LPA,0,5.74,5.75,86,4.5,8.3,3,1,2,2,2,3,0,1,Below Average,Clinical Data Analysis|Biomechanics|Bioinformatics|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Academic Skill Development Workshop,59,42,44,42,48,41,51
ENG20221803,Arjun Sharma,Male,Electronics & Communication,5,RF Engineer,IoT,Kinesthetic,3–6 LPA,0,4.1,4.48,87,0.5,7.2,4,0,2,1,4,0,0,1,At Risk,IoT Systems|Embedded Systems|RF Engineering|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,37,47,47,32,26,35,26
ENG20211804,Simran Jain,Female,Information Technology,3,Full Stack Developer,Cloud Computing,Kinesthetic,6–10 LPA,0,4.83,4.73,88,3.2,5.9,3,5,3,0,1,0,0,1,At Risk,Microservices Architecture|DevOps|API Design|Web Technologies|Mobile App Development|Technical Communication & Presentation Skills,66,52,22,26,37,38,47
ENG20201805,Sahil Kapoor,Male,Civil,1,Structural Engineer,Sustainability,Reading/Writing,3–6 LPA,1,7.12,7.12,88,7.6,7.0,3,0,1,1,0,1,1,2,Average,Construction Management|Environmental Engineering|BIM|Python Programming for Engineers,25,81,36,49,58,47,58
ENG20241806,Chandni Gupta,Female,Electronics & Communication,8,Signal Processing Engineer,IoT,Reading/Writing,6–10 LPA,0,5.81,5.22,71,9.3,7.8,4,3,3,3,0,1,1,1,Below Average,VLSI Design|Optical Communications|Digital Signal Processing|Academic Skill Development Workshop|Industrial Internship & Project Management,53,70,75,44,48,50,57
ENG20241807,Zubin Srivastava,Male,Information Technology,8,DevOps Engineer,Web Dev,Visual,3–6 LPA,0,5.45,5.3,62,4.2,6.4,3,0,1,1,1,2,0,3,Below Average,API Design|Microservices Architecture|Web Technologies|Cloud Computing|DevOps|Critical Thinking & Problem Solving,54,52,32,23,52,46,43
ENG20241808,Yash Pandey,Male,Data Science,8,Data Scientist,Research,Reading/Writing,10–20 LPA,0,5.06,4.88,78,2.8,9.4,3,2,2,2,1,0,0,2,Below Average,Time Series Analysis|Statistical Learning|Feature Engineering|Big Data Analytics|Data Visualization|Academic Skill Development Workshop,53,63,27,9,21,45,58
ENG20221809,Kajal Srivastava,Female,Data Science,5,Data Scientist,Healthcare Analytics,Auditory,> 20 LPA,0,6.7,7.15,96,4.4,7.4,3,0,1,0,2,1,0,1,Average,Feature Engineering|Time Series Analysis|Data Visualization|Statistical Learning|Big Data Analytics,62,72,37,26,45,57,61
ENG20231810,Rohan Mukherjee,Male,Electrical,6,Energy Auditor,Power Electronics,Visual,3–6 LPA,0,5.16,5.46,78,6.7,6.7,3,1,2,0,1,0,0,0,Below Average,Control Systems|Power Systems|Power Electronics|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving|Academic Skill Development Workshop,49,52,53,33,46,43,42
ENG20211811,Pranav Yadav,Male,Computer Science,2,AI Researcher,Gaming Tech,Auditory,3–6 LPA,1,5.86,6.1,65,4.2,6.9,1,1,0,0,1,0,0,1,Average,Machine Learning|Computer Networks|Database Management|NLP|Deep Learning|Academic Skill Development Workshop,72,48,26,7,36,59,57
ENG20221812,Priya Rao,Female,Computer Science,4,AI Researcher,Cloud Computing,Visual,3–6 LPA,0,5.07,4.78,63,2.9,8.3,3,2,2,1,1,2,1,1,Below Average,Cloud Computing|Operating Systems|Machine Learning|NLP|Deep Learning|Technical Communication & Presentation Skills,57,54,42,8,48,35,42
ENG20221813,Rohit Desai,Male,Computer Science,5,ML Engineer,Cloud Computing,Kinesthetic,> 20 LPA,0,8.34,8.38,95,9.0,5.5,3,1,0,0,0,2,0,1,Good,Data Structures & Algorithms|Machine Learning|Operating Systems|Deep Learning|Feature Engineering|Research Methodology & Technical Writing,87,74,45,36,64,55,65
ENG20231814,Simran Yadav,Female,Computer Science,6,ML Engineer,AI/ML,Reading/Writing,3–6 LPA,0,7.28,7.55,66,8.2,7.8,2,2,0,0,0,0,0,2,Average,Machine Learning|Cybersecurity|Database Management|Deep Learning|Feature Engineering|Research Methodology & Technical Writing,69,69,43,22,46,55,79
ENG20221815,Priyanka Iyer,Female,Computer Science,5,AI Researcher,Gaming Tech,Kinesthetic,3–6 LPA,0,6.27,6.1,74,6.3,5.7,3,1,1,0,2,1,0,1,Average,Data Structures & Algorithms|Cloud Computing|Computer Networks|Machine Learning|NLP|Deep Learning,68,58,14,27,53,50,57
ENG20211816,Namrata Singh,Female,Biomedical,2,Clinical Data Analyst,Neural Engineering,Auditory,10–20 LPA,0,6.43,7.09,57,7.0,4.6,3,2,0,1,3,2,0,1,Average,Neural Engineering|Clinical Data Analysis|Biomechanics|Python Programming for Engineers,42,64,58,36,44,65,60
ENG20221817,Deepa Subramanian,Female,Civil,5,BIM Manager,Smart Cities,Visual,> 20 LPA,0,5.73,5.44,84,4.9,7.3,2,2,0,0,1,0,0,1,Average,Structural Analysis|Smart Infrastructure|Environmental Engineering|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,25,52,28,51,59,59,43
ENG20211818,Hemant Chakraborty,Male,Electrical,2,EV Engineer,EV Technology,Kinesthetic,3–6 LPA,0,7.5,7.49,95,8.7,4.5,3,4,1,2,2,2,2,0,Good,Electric Machines|Smart Grid Technology|Control Systems,70,68,67,68,54,61,61
ENG20221819,Mansi Tiwari,Female,Aerospace,4,Systems Engineer,Defense Tech,Visual,10–20 LPA,1,5.27,5.15,93,2.1,6.1,3,4,1,1,2,0,0,2,Below Average,Mission Analysis|Flight Mechanics|Avionics|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,39,52,36,59,50,37,53
ENG20221820,Sneha Chaudhary,Female,Mechanical,5,Manufacturing Engineer,Robotics,Reading/Writing,3–6 LPA,1,5.13,4.62,56,4.7,7.1,5,2,0,0,0,1,0,1,Below Average,Manufacturing Processes|CAD/CAM|Product Design|Python Programming for Engineers|Academic Skill Development Workshop,21,51,31,57,38,50,56
ENG20241821,Lokesh Joshi,Male,Information Technology,8,DevOps Engineer,DevOps,Visual,3–6 LPA,0,5.55,5.43,77,2.8,7.3,5,2,1,3,2,2,0,2,Below Average,Microservices Architecture|API Design|Software Engineering|Cloud Computing|DevOps|Technical Communication & Presentation Skills,64,46,11,8,49,42,42
ENG20221822,Arya Sinha,Female,Information Technology,4,Product Manager,DevOps,Visual,> 20 LPA,1,5.92,6.61,74,6.6,6.3,2,3,0,1,2,0,0,2,Average,API Design|DevOps|Web Technologies|Advanced Engineering Mathematics|Academic Skill Development Workshop,48,35,39,24,63,57,49
ENG20201823,Arjun Mehta,Male,Mechanical,1,Design Engineer,Aerospace,Auditory,6–10 LPA,0,4.29,4.29,82,6.2,4.0,5,0,4,0,3,2,2,2,At Risk,Product Design|Fluid Mechanics|Finite Element Analysis|Python Programming for Engineers|Academic Skill Development Workshop,20,52,27,54,50,46,46
ENG20221824,Sarthak Tiwari,Male,Electronics & Communication,5,RF Engineer,Robotics,Reading/Writing,6–10 LPA,0,6.99,6.34,70,7.6,7.3,2,1,0,2,4,0,2,1,Good,RF Engineering|IoT Systems|5G Technology|Technical Communication & Presentation Skills,54,80,67,36,61,43,78
ENG20201825,Neel Mehta,Male,Electronics & Communication,1,Embedded Engineer,IoT,Auditory,< 3 LPA,0,4.79,4.79,80,4.5,4.5,5,0,4,2,2,1,0,1,At Risk,5G Technology|Embedded Systems|Digital Signal Processing|Python Programming for Engineers|Academic Skill Development Workshop,35,45,55,13,30,48,45
ENG20231826,Aditi Banerjee,Female,Civil,6,Structural Engineer,Smart Cities,Auditory,6–10 LPA,0,5.26,5.66,85,5.5,6.5,5,7,2,0,3,0,0,3,Below Average,Transportation Engineering|Structural Analysis|Environmental Engineering|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,28,51,28,48,56,64,44
ENG20211827,Raj Verma,Male,Electrical,3,EV Engineer,EV Technology,Visual,6–10 LPA,0,7.33,8.0,79,6.3,6.1,2,5,0,0,4,2,2,0,Good,Control Systems|EV Engineering|Power Systems,51,74,81,40,44,48,57
ENG20221828,Komal Reddy,Female,Electronics & Communication,5,Signal Processing Engineer,IoT,Reading/Writing,10–20 LPA,0,6.1,6.11,93,4.7,4.5,4,4,0,2,1,0,1,1,Average,IoT Systems|VLSI Design|Embedded Systems|Technical Communication & Presentation Skills,51,53,60,22,35,44,59
ENG20221829,Namrata Tiwari,Female,Mechanical,5,Robotics Engineer,Robotics,Kinesthetic,< 3 LPA,0,5.41,5.19,87,3.7,7.3,4,0,1,0,2,1,0,0,Below Average,Finite Element Analysis|CAD/CAM|Robotics & Automation|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,32,50,17,76,49,45,44
ENG20221830,Ankit Srivastava,Male,Computer Science,5,Full Stack Developer,AI/ML,Visual,6–10 LPA,0,4.0,4.0,76,4.8,8.8,5,1,4,0,4,1,0,0,At Risk,Cybersecurity|Cloud Computing|Database Management|Web Technologies|API Design|Mobile App Development,43,52,19,6,45,43,34
ENG20201831,Arjun Shah,Male,Electrical,1,Energy Auditor,EV Technology,Kinesthetic,6–10 LPA,0,5.62,5.62,78,4.4,5.5,4,0,1,0,0,2,2,1,Below Average,Control Systems|Electric Machines|Power Electronics|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving|Academic Skill Development Workshop,53,59,71,51,29,38,34
ENG20221832,Nandini Yadav,Female,Information Technology,5,Cybersecurity Analyst,Mobile Apps,Auditory,10–20 LPA,0,7.16,7.26,93,8.0,7.2,4,4,1,1,2,2,0,0,Average,Microservices Architecture|Network Security|DevOps|Research Methodology & Technical Writing,70,58,41,26,57,67,63
ENG20211833,Kabir Yadav,Male,Civil,2,Geotechnical Engineer,Construction Tech,Visual,6–10 LPA,1,6.87,6.61,88,7.4,6.1,3,7,2,0,0,4,1,0,Average,BIM|Smart Infrastructure|Environmental Engineering|Python Programming for Engineers,17,54,32,62,74,48,55
ENG20201834,Rohan Tiwari,Male,Electrical,1,Control Systems Engineer,EV Technology,Visual,< 3 LPA,0,7.43,7.43,78,9.7,5.8,1,1,1,1,1,0,0,0,Good,Renewable Energy Systems|Power Systems|EV Engineering|Advanced Engineering Mathematics,60,43,87,51,57,52,63
ENG20201835,Vrinda Gupta,Female,Civil,1,BIM Manager,Structural Design,Auditory,10–20 LPA,0,6.39,6.39,75,4.6,7.7,3,5,0,3,1,0,0,0,Average,Transportation Engineering|Geotechnical Engineering|Environmental Engineering|Python Programming for Engineers,25,59,22,71,66,62,60
ENG20201836,Siddharth Mukherjee,Male,Data Science,1,Data Scientist,Statistics,Visual,3–6 LPA,0,7.79,7.79,72,7.9,8.3,2,0,1,1,2,0,0,1,Average,Big Data Analytics|Statistical Learning|NLP|Data Visualization,67,68,45,34,65,63,76
ENG20231837,Rahul Naik,Male,Information Technology,7,Cybersecurity Analyst,Mobile Apps,Reading/Writing,> 20 LPA,0,6.67,6.61,72,6.1,5.5,3,5,0,1,1,1,0,0,Average,Software Engineering|Web Technologies|Network Security|Industrial Internship & Project Management,53,65,28,21,52,59,68
ENG20221838,Rohit Malhotra,Male,Electrical,5,EV Engineer,Power Electronics,Visual,6–10 LPA,0,5.77,5.8,68,6.5,7.1,2,2,1,0,3,1,2,1,Average,Renewable Energy Systems|Power Electronics|Power Systems|Critical Thinking & Problem Solving|Academic Skill Development Workshop,46,58,63,39,54,51,40
ENG20201839,Kunal Nair,Male,Electronics & Communication,1,Telecom Engineer,IoT,Reading/Writing,> 20 LPA,1,4.76,4.76,72,6.3,6.7,4,4,4,1,2,3,3,0,At Risk,VLSI Design|Digital Signal Processing|Embedded Systems|Technical Communication & Presentation Skills|Academic Skill Development Workshop,47,55,61,21,28,39,60
ENG20201840,Sameer Gupta,Male,Mechanical,1,CFD Engineer,Aerospace,Auditory,> 20 LPA,1,6.21,6.21,67,6.2,6.1,2,4,0,0,0,2,0,1,Average,CAD/CAM|Robotics & Automation|Manufacturing Processes|Python Programming for Engineers,35,48,49,79,48,60,55
ENG20201841,Sarthak Patel,Male,Computer Science,1,DevOps Engineer,AI/ML,Kinesthetic,3–6 LPA,0,7.64,7.64,84,6.8,7.3,4,2,0,0,2,0,3,1,Good,Cybersecurity|Operating Systems|Database Management|Cloud Computing|DevOps|Microservices Architecture,64,66,43,31,50,58,56
ENG20221842,Tanmay Jain,Male,Information Technology,5,Full Stack Developer,Cloud Computing,Visual,6–10 LPA,0,6.94,6.16,100,5.0,6.4,3,6,0,2,1,1,0,3,Good,Web Technologies|DevOps|Software Engineering|API Design|Mobile App Development,66,68,22,23,60,54,71
ENG20211843,Shreya Krishnan,Female,Mechanical,3,CFD Engineer,Aerospace,Reading/Writing,3–6 LPA,0,6.25,6.15,71,6.1,5.9,5,2,0,3,1,0,2,0,Average,Fluid Mechanics|Thermodynamics|Robotics & Automation|Python Programming for Engineers,44,66,39,62,37,56,54
ENG20241844,Vikram Srivastava,Male,Chemical,8,Petroleum Engineer,Polymer Science,Reading/Writing,3–6 LPA,0,7.17,7.35,90,5.1,5.5,2,4,0,0,0,1,1,1,Average,Polymer Engineering|Reaction Engineering|Petroleum Refining|Python Programming for Engineers|Research Methodology & Technical Writing|Industrial Internship & Project Management,36,72,33,57,38,47,70
ENG20221845,Khushi Tiwari,Female,Mechanical,4,Design Engineer,Automotive,Auditory,6–10 LPA,0,7.78,7.94,91,8.0,6.6,1,2,2,1,4,0,0,3,Good,Fluid Mechanics|Product Design|Robotics & Automation,55,55,46,79,54,79,71
ENG20221846,Parth Saxena,Male,Mechanical,4,Robotics Engineer,Simulation,Auditory,10–20 LPA,0,4.08,4.16,67,1.6,5.6,3,1,2,2,0,2,2,0,At Risk,Thermodynamics|Manufacturing Processes|CAD/CAM|Robotics & Automation|Finite Element Analysis|Python Programming for Engineers,19,31,21,49,29,35,36
ENG20241847,Parth Kumar,Male,Computer Science,8,Software Engineer,Cloud Computing,Kinesthetic,10–20 LPA,0,7.65,7.22,87,6.7,6.8,2,5,0,1,4,1,2,0,Good,Computer Networks|Operating Systems|Machine Learning|Research Methodology & Technical Writing|Industrial Internship & Project Management,81,53,42,33,48,56,66
ENG20201848,Uday Tiwari,Male,Computer Science,1,AI Researcher,AI/ML,Auditory,10–20 LPA,0,5.5,5.5,67,6.5,5.7,3,1,4,1,2,0,0,1,Below Average,Cloud Computing|Computer Networks|Cybersecurity|Machine Learning|NLP|Deep Learning,65,51,27,14,43,61,65
ENG20221849,Yash Shah,Male,Electrical,5,Smart Grid Engineer,Motor Drives,Kinesthetic,< 3 LPA,1,6.07,6.12,85,6.4,7.8,3,2,3,2,1,1,0,3,Below Average,Smart Grid Technology|Renewable Energy Systems|Electric Machines,49,49,67,48,43,47,52
ENG20221850,Aparna Khanna,Female,Electronics & Communication,4,VLSI Engineer,Robotics,Kinesthetic,3–6 LPA,1,5.42,5.88,66,4.2,7.4,5,6,1,0,1,1,2,1,Below Average,IoT Systems|5G Technology|VLSI Design|Digital Signal Processing|Embedded Systems|Python Programming for Engineers,41,71,53,30,21,36,43
ENG20201851,Riya Joshi,Female,Mechanical,1,Robotics Engineer,Robotics,Reading/Writing,3–6 LPA,0,5.69,5.69,69,7.3,8.1,5,1,0,3,0,1,0,0,Average,Thermodynamics|CAD/CAM|Product Design|Robotics & Automation|Finite Element Analysis|Python Programming for Engineers,26,55,25,57,40,39,53
ENG20221852,Tanmay Bhat,Male,Mechanical,5,CFD Engineer,Robotics,Kinesthetic,3–6 LPA,0,4.68,4.64,73,4.1,6.3,4,2,0,0,3,0,0,0,Below Average,Product Design|Fluid Mechanics|Manufacturing Processes|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,39,46,25,68,46,55,40
ENG20231853,Piyush Iyer,Male,Chemical,6,R&D Scientist,Green Chemistry,Auditory,3–6 LPA,0,6.93,6.72,66,6.3,5.9,2,1,0,0,3,1,3,0,Average,Process Control|Environmental Engineering|Green Chemistry|Python Programming for Engineers|Industrial Internship & Project Management,40,67,31,60,40,71,54
ENG20201854,Tanmay Patel,Male,Electrical,1,Smart Grid Engineer,Motor Drives,Visual,3–6 LPA,0,6.64,6.64,82,6.9,6.8,4,0,1,0,1,0,0,0,Average,Power Systems|EV Engineering|Power Electronics|Python Programming for Engineers,33,58,59,39,42,48,52
ENG20221855,Suraj Saxena,Male,Data Science,5,ML Engineer,Healthcare Analytics,Kinesthetic,6–10 LPA,0,6.24,6.08,73,4.1,7.9,1,4,2,1,3,1,1,2,Average,Big Data Analytics|Data Visualization|Feature Engineering|Machine Learning|Deep Learning|Technical Communication & Presentation Skills,83,57,34,30,35,43,59
ENG20221856,Nishant Shah,Male,Computer Science,5,Software Engineer,AI/ML,Auditory,6–10 LPA,0,6.19,6.18,60,5.1,7.4,3,4,0,0,0,2,2,0,Average,Machine Learning|Computer Networks|Cybersecurity,71,48,23,26,50,50,59
ENG20211857,Anushka Nair,Female,Electronics & Communication,2,Embedded Engineer,VLSI Design,Visual,6–10 LPA,0,4.55,4.82,74,4.2,8.4,5,1,2,0,2,0,0,2,At Risk,RF Engineering|IoT Systems|Embedded Systems|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Academic Skill Development Workshop,51,38,70,25,52,31,49
ENG20241858,Vivek Bose,Male,Civil,8,Project Manager,Urban Planning,Visual,3–6 LPA,1,6.13,6.52,92,4.2,5.7,3,4,0,1,0,0,0,2,Average,Smart Infrastructure|Structural Analysis|Transportation Engineering|Python Programming for Engineers|Critical Thinking & Problem Solving|Industrial Internship & Project Management,28,47,30,51,55,48,42
